[08:09:11] [warning] Core: [Renderer]: Selected Physical Device has: 179 extensions...
[08:09:11] [trace] Core: [Renderer]: 	VK_KHR_16bit_storage
[08:09:11] [warning] Core: [Renderer]: [RenderPass (CompositePass)::Init] Setting u_Texture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (CompositePass)::Init] Setting u_DepthTexture to white 2D texture.
[08:09:11] [info] Core: [Renderer]: [RenderPass (CompositePass)::Bake] update 2 descriptors in set 2
[08:09:11] [info] Core: [Renderer]: [RenderPass (CompositePass)::Bake] update 2 descriptors in set 2
[08:09:11] [info] Core: [Renderer]: [RenderPass (CompositePass)::Bake] update 2 descriptors in set 2
[08:09:11] [info] Core: [Renderer]: [RenderPass (GridPass)::Bake] update 1 descriptors in set 1
[08:09:11] [info] Core: [Renderer]: [RenderPass (GridPass)::Bake] update 1 descriptors in set 1
[08:09:11] [info] Core: [Renderer]: [RenderPass (GridPass)::Bake] update 1 descriptors in set 1
[08:09:11] [info] Core: [Renderer]: [RenderPass (WireFramePass)::Bake] update 1 descriptors in set 1
[08:09:11] [info] Core: [Renderer]: [RenderPass (WireFramePass)::Bake] update 1 descriptors in set 1
[08:09:11] [info] Core: [Renderer]: [RenderPass (WireFramePass)::Bake] update 1 descriptors in set 1
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 480.00 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 113.32 MB, Current Memory Usage: 113.16 MB
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 480.00 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 113.79 MB, Current Memory Usage: 113.63 MB
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 480.00 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 114.26 MB, Current Memory Usage: 114.10 MB
[08:09:11] [trace] Core: [VulkanAllocator]: UnifromBuffer: Allocating buffer with size: 256.00 Bytes
[08:09:11] [info] Core: [VulkanAllocator]: UnifromBuffer: Total allocated: 114.26 MB, Current Memory Usage: 114.10 MB
[08:09:11] [trace] Core: [VulkanAllocator]: UnifromBuffer: Allocating buffer with size: 256.00 Bytes
[08:09:11] [info] Core: [VulkanAllocator]: UnifromBuffer: Total allocated: 114.26 MB, Current Memory Usage: 114.10 MB
[08:09:11] [trace] Core: [VulkanAllocator]: UnifromBuffer: Allocating buffer with size: 256.00 Bytes
[08:09:11] [info] Core: [VulkanAllocator]: UnifromBuffer: Total allocated: 114.26 MB, Current Memory Usage: 114.10 MB
[08:09:11] [trace] Core: [VulkanAllocator]: Texture2D: Allocating image with size: 8.44 MB
[08:09:11] [info] Core: [VulkanAllocator]: Texture2D: Total allocated: 122.70 MB, Current Memory Usage: 122.53 MB
[08:09:11] [info] Core: [Renderer]: [RenderPass (Renderer2D-Quad)::Bake] update 1 descriptors in set 0
[08:09:11] [info] Core: [Renderer]: [RenderPass (Renderer2D-Quad)::Bake] update 1 descriptors in set 0
[08:09:11] [info] Core: [Renderer]: [RenderPass (Renderer2D-Quad)::Bake] update 1 descriptors in set 0
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 859.38 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 123.53 MB, Current Memory Usage: 123.37 MB
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 859.38 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 124.37 MB, Current Memory Usage: 124.21 MB
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 859.38 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 125.21 MB, Current Memory Usage: 125.05 MB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Allocating buffer with size: 117.19 KB
[08:09:11] [info] Core: [VulkanAllocator]: IndexBuffer: Total allocated: 125.33 MB, Current Memory Usage: 125.17 MB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Allocating buffer with size: 117.19 KB
[08:09:11] [info] Core: [VulkanAllocator]: IndexBuffer: Total allocated: 125.44 MB, Current Memory Usage: 125.28 MB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 117.19 KB
[08:09:11] [info] Core: [Renderer]: [RenderPass (Renderer2D-Line)::Bake] update 1 descriptors in set 0
[08:09:11] [info] Core: [Renderer]: [RenderPass (Renderer2D-Line)::Bake] update 1 descriptors in set 0
[08:09:11] [info] Core: [Renderer]: [RenderPass (Renderer2D-Line)::Bake] update 1 descriptors in set 0
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 109.38 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 125.55 MB, Current Memory Usage: 125.27 MB
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 109.38 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 125.66 MB, Current Memory Usage: 125.38 MB
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 109.38 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 125.76 MB, Current Memory Usage: 125.49 MB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Allocating buffer with size: 46.88 KB
[08:09:11] [info] Core: [VulkanAllocator]: IndexBuffer: Total allocated: 125.81 MB, Current Memory Usage: 125.53 MB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Allocating buffer with size: 46.88 KB
[08:09:11] [info] Core: [VulkanAllocator]: IndexBuffer: Total allocated: 125.85 MB, Current Memory Usage: 125.58 MB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 46.88 KB
[08:09:11] [warning] Core: [Renderer]: [RenderPass (QuadMaterial)::Init] Setting u_Textures to white 2D texture.
[08:09:11] [info] Core: [Renderer]: [RenderPass (QuadMaterial)::Bake] update 1 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (QuadMaterial)::Bake] update 1 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (QuadMaterial)::Bake] update 1 descriptors in set 3
[08:09:11] [warning] Core: [Renderer]: [RenderPass (SwapChainMaterial)::Init] Setting u_Texture to white 2D texture.
[08:09:11] [info] Core: [Renderer]: [RenderPass (SwapChainMaterial)::Bake] update 1 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (SwapChainMaterial)::Bake] update 1 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (SwapChainMaterial)::Bake] update 1 descriptors in set 3
[08:09:11] [info] Core: [Mesh]: Loading mesh: "Resources/assets/meshes/stormtrooper/stormtrooper.gltf"
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Load Resources/assets/meshes/stormtrooper/stormtrooper.gltf
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Assimp 5.2.3671737427 amd64 msvc shared singlethreadedsingle : 
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Found a possible importer: glTF Importer; trying signature-based detection
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Found a possible importer: glTF2 Importer; trying signature-based detection
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Loading GLTF2 asset
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Parsing GLTF2 JSON
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Found a matching importer for this file format: glTF2 Importer.
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Import root directory is 'Resources/assets/meshes/stormtrooper\'
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Reading GLTF2 file
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Loading GLTF2 asset
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Parsing GLTF2 JSON
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Importing 1 materials
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Importing 1 meshes
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Importing nodes
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Importing 0 animations
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Importing metadata
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: UpdateImporterScale scale set: 1
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: ValidateDataStructureProcess begin
[08:09:11] [warning] Core: [Assimp]: Warn,  T20596: Validation warning: aiBone::mWeights[0].mWeight has an invalid value
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: ValidateDataStructureProcess end
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Entering post processing pipeline
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: GenUVCoordsProcess begin
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: GenUVCoordsProcess finished
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: TriangulateProcess begin
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: TriangulateProcess finished. There was nothing to be done.
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: SortByPTypeProcess begin
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Points: 0, Lines: 0, Triangles: 1, Polygons: 0 (Meshes, X = removed)
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: SortByPTypeProcess finished
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Skipping OptimizeMeshesProcess
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: GenFaceNormalsProcess begin
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: GenFaceNormalsProcess finished. Normals are already there
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Generate spatially-sorted vertex cache
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: CalcTangentsProcess begin
[08:09:11] [info] Core: [Assimp]: Info,  T20596: CalcTangentsProcess finished. Tangents have been calculated
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: JoinVerticesProcess begin
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: Mesh 0 (stormtroopermesh.002) | Verts in: 5174 out: 5174 | ~0%
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: JoinVerticesProcess finished 
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: LimitBoneWeightsProcess begin
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Removed 13 weights. Input bones: 65. Output bones: 52
[08:09:11] [debug] Core: [Assimp]: Debug, T20596: LimitBoneWeightsProcess end
[08:09:11] [info] Core: [Assimp]: Info,  T20596: Leaving post processing pipeline
[08:09:11] [trace] Core: [Mesh]: ----- Materials - "Resources/assets/meshes/stormtrooper/stormtrooper.gltf" -----
[08:09:11] [warning] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Init] Setting u_AlbedoTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Init] Setting u_NormalTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Init] Setting u_RoughnessTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Init] Setting u_MetalnessTexture to white 2D texture.
[08:09:11] [info] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Bake] update 4 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Bake] update 4 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Bake] update 4 descriptors in set 3
[08:09:11] [trace] Core: [Mesh]: 	   stormtroopermat.002 (index = 0)
[08:09:11] [trace] Core: [Mesh]: 	   COLOR = 0 - 0 - 0
[08:09:11] [trace] Core: [Mesh]: 	   ROUGHNESS = 0.5527864
[08:09:11] [trace] Core: [Mesh]: 	   METALNESS = 1
[08:09:11] [trace] Core: [Mesh]: 	   Albedo map path: Resources/assets/meshes/stormtrooper\stormtrooper_D.png
[08:09:11] [trace] Core: [VulkanAllocator]: Texture2D: Allocating image with size: 4.00 MB
[08:09:11] [info] Core: [VulkanAllocator]: Texture2D: Total allocated: 129.85 MB, Current Memory Usage: 129.53 MB
[08:09:11] [trace] Core: [VulkanAllocator]: Texture2D: Allocating buffer with size: 4.00 MB
[08:09:11] [info] Core: [VulkanAllocator]: Texture2D: Total allocated: 133.85 MB, Current Memory Usage: 133.53 MB
[08:09:11] [trace] Core: [VulkanAllocator]: Texture2D: Destroying buffer with size: 4.00 MB
[08:09:11] [trace] Core: [Mesh]: 	   No normal map
[08:09:11] [trace] Core: [Mesh]: 	   No roughness map
[08:09:11] [trace] Core: [Mesh]: 	   No metalness map
[08:09:11] [warning] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Init] Setting u_AlbedoTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Init] Setting u_NormalTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Init] Setting u_RoughnessTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Init] Setting u_MetalnessTexture to white 2D texture.
[08:09:11] [info] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Bake] update 4 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Bake] update 4 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Bake] update 4 descriptors in set 3
[08:09:11] [trace] Core: [Mesh]: 	    (index = 1)
[08:09:11] [trace] Core: [Mesh]: 	   COLOR = 0 - 0 - 0
[08:09:11] [trace] Core: [Mesh]: 	   ROUGHNESS = 1
[08:09:11] [trace] Core: [Mesh]: 	   METALNESS = 1
[08:09:11] [trace] Core: [Mesh]: 	   No albedo map
[08:09:11] [trace] Core: [Mesh]: 	   No normal map
[08:09:11] [trace] Core: [Mesh]: 	   No roughness map
[08:09:11] [trace] Core: [Mesh]: 	   No metalness map
[08:09:11] [trace] Core: [Mesh]: ---------------------------
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 282.95 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 134.13 MB, Current Memory Usage: 129.81 MB
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Allocating buffer with size: 282.95 KB
[08:09:11] [info] Core: [VulkanAllocator]: VertexBuffer: Total allocated: 134.41 MB, Current Memory Usage: 130.09 MB
[08:09:11] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 282.95 KB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Allocating buffer with size: 76.38 KB
[08:09:11] [info] Core: [VulkanAllocator]: IndexBuffer: Total allocated: 134.48 MB, Current Memory Usage: 129.88 MB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Allocating buffer with size: 76.38 KB
[08:09:11] [info] Core: [VulkanAllocator]: IndexBuffer: Total allocated: 134.56 MB, Current Memory Usage: 129.96 MB
[08:09:11] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 76.38 KB
[08:09:11] [warning] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Init] Setting u_AlbedoTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Init] Setting u_NormalTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Init] Setting u_RoughnessTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Init] Setting u_MetalnessTexture to white 2D texture.
[08:09:11] [info] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Bake] update 4 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Bake] update 4 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (stormtroopermat.002)::Bake] update 4 descriptors in set 3
[08:09:11] [warning] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Init] Setting u_AlbedoTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Init] Setting u_NormalTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Init] Setting u_RoughnessTexture to white 2D texture.
[08:09:11] [warning] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Init] Setting u_MetalnessTexture to white 2D texture.
[08:09:11] [info] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Bake] update 4 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Bake] update 4 descriptors in set 3
[08:09:11] [info] Core: [Renderer]: [RenderPass (PlaygroundStatic (Material))::Bake] update 4 descriptors in set 3
[08:09:11] [trace] Core: [VulkanAllocator]: Texture2D: Allocating image with size: 2.24 MB
[08:09:11] [info] Core: [VulkanAllocator]: Texture2D: Total allocated: 136.80 MB, Current Memory Usage: 132.13 MB
[08:09:11] [trace] Core: [VulkanAllocator]: Texture2D: Allocating buffer with size: 1.56 MB
[08:09:11] [info] Core: [VulkanAllocator]: Texture2D: Total allocated: 138.36 MB, Current Memory Usage: 133.69 MB
[08:09:11] [trace] Core: [VulkanAllocator]: Texture2D: Destroying buffer with size: 1.56 MB
[08:09:11] [info] Core: [Renderer]: [RenderPass (SwapChainMaterial)::InvalidateAndUpdate] updating 1 descriptors in set 3 (frameIndex = 0)
[08:09:12] [info] Core: [Renderer]: [RenderPass (SwapChainMaterial)::InvalidateAndUpdate] updating 1 descriptors in set 3 (frameIndex = 1)
[08:09:12] [info] Core: [Renderer]: [RenderPass (SwapChainMaterial)::InvalidateAndUpdate] updating 1 descriptors in set 3 (frameIndex = 2)
[08:09:12] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 8.44 MB
[08:09:12] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 8.44 MB
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 2.24 MB
[08:09:36] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 76.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 282.95 KB
[08:09:36] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 46.88 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 109.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 109.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 109.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 117.19 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 859.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 859.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 859.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 480.00 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 480.00 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 480.00 KB
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 512.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 512.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 512.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 46.88 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 109.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 109.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 109.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 117.19 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 859.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 859.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 859.38 KB
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: UniformBuffer: Destroying buffer with size: 256.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 33.75 MB
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 8.44 MB
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 4.00 MB
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 33.75 MB
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 16.88 MB
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 8.44 MB
[08:09:36] [trace] Core: [VulkanAllocator]: IndexBuffer: Destroying buffer with size: 24.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: VertexBuffer: Destroying buffer with size: 80.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 512.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 512.00 Bytes
[08:09:36] [trace] Core: [VulkanAllocator]: Texture2D: Destroying image with size: 512.00 Bytes
